id-613;45453966.20
id-220;43765781.85
id-651;45405496.91
id-46;57824793.48
id-343;43214741.61
id-38;48966366.36
id-138;45418352.32
id-706;50204272.98
id-333;45057249.79
id-596;48132676.77
id-309;50900746.31
id-49;47427651.68
id-692;48552708.38
id-335;57317704.38
id-909;53852631.54
id-372;56567783.41
id-873;58012459.88
id-892;50108707.92
id-717;44902225.27
id-4;58012128.15
id-212;44244929.63
id-512;51729160.47
id-94;51814541.00
id-597;53929521.07
id-608;60140034.98
id-249;51776637.13
id-299;62607740.82
id-788;49283575.90
id-328;41295720.38
id-9;41295108.60
id-350;48391117.73
id-227;45298292.08
id-462;53197646.82
id-307;48333493.07
id-766;47738532.09
id-808;53702982.51
id-985;56485175.77
id-234;49646826.32
id-62;50772618.16
id-826;48012472.88
id-620;53555567.85
id-187;48909967.78
id-451;50371328.93
id-170;52810902.20
id-99;45320738.90
id-16;53299589.26
id-445;50874486.33
id-19;57601498.49
id-725;60630762.36
id-365;57944971.88
id-51;47758662.37
id-986;44894274.54
id-859;50076221.11
id-184;54079652.13
id-591;49798974.72
id-878;51434816.63
id-296;51190757.47
id-736;51994974.74
id-539;45931234.12
id-549;53184005.78
id-73;52751172.18
id-426;54359118.29
id-881;49268616.33
id-837;60543881.09
id-149;45864439.19
id-376;52407927.38
id-397;47888823.19
id-996;41615204.66
id-268;43268324.31
id-109;65730436.12
id-245;55789925.00
id-709;54733631.24
id-322;56078249.26
id-377;42396631.58
id-682;41515481.87
id-198;51036769.13
id-205;42720815.96
id-216;52399843.77
id-974;41863403.39
id-888;40704951.41
id-895;45449111.86
id-244;50509094.37
id-901;39992462.10
id-934;43763131.46
id-818;64596169.35
id-941;43654503.96
id-303;44738161.95
id-515;45518727.07
id-579;55756420.01
id-762;47580265.55
id-181;53927564.48
id-858;46972726.71
id-495;46423008.51
id-150;57736948.29
id-568;48760521.97
id-624;41866485.25
id-683;37212030.19
id-195;44483695.55
id-817;51579437.05
id-126;49133294.00
id-233;56793260.86
id-665;50950274.94
id-83;48754920.34
id-807;43357825.86
id-874;56079915.21
id-676;43908769.97
id-292;52375044.79
id-473;54882870.67
id-241;45764810.45
id-698;46010378.31
id-93;44449325.15
id-619;57636654.77
id-257;62424242.92
id-834;48248141.19
id-252;41262096.50
id-211;62581675.28
id-13;56125299.75
id-104;45309897.65
id-284;47283749.40
id-687;52126467.50
id-829;47478167.14
id-369;46088061.79
id-173;53246435.89
id-366;45925053.14
id-529;51582866.79
id-783;55632369.60
id-332;56741155.99
id-747;37362562.01
id-654;53204052.80
id-358;56584684.83
id-393;40361207.13
id-478;43144778.99
id-794;43850855.29
id-847;46078450.34
id-923;41257602.31
id-201;51394312.95
id-54;63459549.99
id-952;48679440.63
id-912;48238304.49
id-884;43164933.28
id-963;52034413.74
id-467;54247484.79
id-386;58521200.56
id-507;45420232.45
id-811;45975331.87
id-851;35680878.15
id-87;50194892.60
id-35;43846658.94
id-314;42485676.51
id-390;51272360.88
id-575;48771017.79
id-738;47505009.88
id-635;39340491.37
id-585;56852005.08
id-564;47877247.44
id-795;40213612.66
id-913;55541413.37
id-672;46982694.73
id-953;49743058.45
id-727;52384351.65
id-273;49373197.79
id-504;46735357.99
id-773;43255279.75
id-355;47017752.74
id-0;39426639.97
id-458;45837641.18
id-518;54668599.36
id-347;57757704.80
id-491;47287093.85
id-230;54776331.91
id-542;49019003.88
id-403;52817755.25
id-344;46822780.48
id-262;58658330.93
id-121;56677427.61
id-924;47920303.37
id-430;55325854.30
id-553;59295166.54
id-784;49370170.26
id-192;50503014.91
id-82;52678210.93
id-661;45099904.59
id-711;52019869.49
id-758;56791170.53
id-964;57279341.77
id-161;38742587.23
id-24;49111097.53
id-830;53172033.45
id-115;57784738.89
id-222;52409430.92
id-700;42052798.76
id-339;53093432.23
id-382;45485384.68
id-179;51162366.47
id-560;50868041.54
id-823;46731835.89
id-790;56068260.60
id-975;46961455.70
id-324;47143214.67
id-935;58904840.57
id-800;48171793.18
id-863;52400969.27
id-586;44246578.53
id-110;43001669.37
id-484;38766343.99
id-840;59027414.30
id-749;47779028.67
id-526;62227829.29
id-243;51617090.35
id-726;42909984.35
id-537;46838563.83
id-98;57397021.61
id-3;50486808.49
id-50;39450025.85
id-95;58978877.98
id-153;48234682.64
id-607;50727664.87
id-18;52120137.51
id-76;51573710.64
id-722;56493206.62
id-265;50128662.19
id-581;47974371.01
id-43;52447024.14
id-71;45179277.33
id-28;47197990.03
id-690;47292047.14
id-317;42660831.35
id-650;48319644.08
id-436;40549304.20
id-356;55360651.56
id-39;38939847.15
id-750;53450899.44
id-761;49072012.16
id-378;51037755.75
id-719;49266008.64
id-914;45576221.12
id-842;45991869.51
id-954;48811672.13
id-982;56347010.45
id-164;50565041.51
id-452;53340535.71
id-959;55828387.12
id-457;51296601.87
id-276;50030799.84
id-853;55171394.83
id-839;52493632.82
id-65;47285175.59
id-903;47968500.30
id-389;48292748.70
id-891;44903409.31
id-480;49521388.96
id-943;56167640.22
id-469;49533312.55
id-520;37722931.45
id-119;55349642.02
id-960;50519903.27
id-569;40942105.59
id-183;46512082.20
id-414;48916544.30
id-60;50392303.22
id-531;40504480.93
id-971;52657371.66
id-172;52599538.69
id-287;47785388.80
id-705;51132352.17
id-948;53095823.89
id-468;48840068.60
id-559;50403271.96
id-693;41118554.87
id-778;52475170.75
id-836;47303324.34
id-716;49945800.92
id-120;42735596.13
id-730;47576868.57
id-146;47840372.56
id-444;64689409.19
id-632;42148977.33
id-970;53371030.32
id-939;55120965.74
id-708;46260290.36
id-145;42054735.85
id-845;49927987.07
id-327;47718124.11
id-733;49984858.18
id-879;55139182.37
id-885;53276606.41
id-933;54347038.61
id-896;49177507.62
id-998;66520810.60
id-856;50816919.30
id-479;52834526.04
id-130;43823698.09
id-828;42335588.51
id-548;49117853.19
id-578;48866686.37
id-621;45864397.73
id-825;50128580.02
id-906;46810183.58
id-334;54440712.69
id-488;50470886.66
id-108;50129857.01
id-29;52293718.25
id-567;50296106.73
id-17;53872716.13
id-204;46008603.22
id-643;55616210.99
id-868;58374898.32
id-142;54432938.17
id-8;51263850.28
id-987;54166833.02
id-441;49599807.23
id-592;47422779.90
id-61;51162722.22
id-134;51137326.19
id-221;53764154.83
id-425;49781521.32
id-767;53843697.63
id-345;54734882.76
id-72;54866497.05
id-751;52931103.05
id-232;49790223.29
id-306;47823222.62
id-740;43292089.38
id-455;40630079.92
id-679;54677314.74
id-917;50642812.48
id-215;36478402.87
id-210;45602816.08
id-357;43518614.50
id-655;47745098.30
id-744;46624772.90
id-774;45712995.53
id-381;50608448.06
id-684;56095649.56
id-969;58852296.02
id-791;56587858.70
id-290;51925671.33
id-922;51666264.02
id-323;54342286.43
id-250;53419962.37
id-827;50720297.43
id-55;44819916.42
id-759;47209661.51
id-84;51412402.34
id-404;52508886.58
id-777;54681643.56
id-122;43321664.61
id-506;47483575.01
id-889;47351003.46
id-875;54767893.08
id-295;58220915.08
id-242;51070359.51
id-42;44359013.64
id-340;56067077.80
id-880;52543038.23
id-545;49036337.47
id-835;43530674.48
id-226;54559051.90
id-351;47198112.03
id-528;49755857.32
id-869;59916103.19
id-849;45125894.77
id-373;47747367.47
id-100;49682725.29
id-338;54660175.35
id-1;49786180.51
id-772;51172680.44
id-816;41305185.16
id-485;56615208.54
id-129;56712755.52
id-824;51462495.61
id-248;52236460.64
id-864;49862325.76
id-111;48281834.13
id-911;59368148.74
id-392;42892144.31
id-492;50661695.72
id-900;49083175.98
id-114;47002642.69
id-499;48394093.91
id-516;49066823.82
id-662;51464679.58
id-135;39140445.57
id-755;46465833.91
id-644;64324148.74
id-253;52342591.51
id-763;50642356.69
id-349;55133886.47
id-867;48679632.52
id-302;41647936.76
id-442;51421111.47
id-550;50410519.42
id-368;52656923.87
id-780;43456532.33
id-992;52735118.77
id-701;48739536.91
id-561;55957997.77
id-156;39435838.79
id-477;47218918.24
id-993;39914454.62
id-157;55085255.84
id-446;49637043.79
id-194;71146043.93
id-981;49612975.43
id-385;56711115.74
id-527;52515533.34
id-589;40536226.59
id-925;51718132.49
id-431;46412455.41
id-474;38715891.70
id-697;41400607.47
id-570;50270842.72
id-103;49326441.59
id-463;49857948.34
id-258;58695669.28
id-965;50903316.77
id-831;49814768.53
id-313;47420380.52
id-496;48930822.42
id-269;50193654.43
id-505;62746824.82
id-396;36373670.64
id-21;48973974.50
id-820;48346018.77
id-125;57630777.08
id-976;49215874.31
id-936;52238740.95
id-517;47655962.28
id-362;45655813.87
id-466;51059656.97
id-748;57850174.88
id-66;38642097.35
id-810;51678547.87
id-610;50580202.15
id-629;45363133.92
id-32;45893019.02
id-90;59546725.29
id-737;49350401.06
id-139;50860420.33
id-618;55389884.43
id-712;57529073.96
id-167;49642036.34
id-10;45301936.01
id-283;55899401.96
id-686;52275361.70
id-237;47809014.29
id-673;55667508.31
id-734;48710368.11
id-475;60041335.28
id-298;51032382.60
id-102;58750992.05
id-547;52932373.93
id-113;37330566.53
id-341;59299113.78
id-136;40664830.29
id-617;42701802.01
id-704;45917744.21
id-696;48419127.30
id-832;52052012.95
id-571;48470503.84
id-147;49058794.98
id-838;45100736.68
id-890;60898394.57
id-107;56871159.74
id-374;55922776.91
id-470;52988000.72
id-420;47974252.34
id-380;52720116.68
id-821;40208015.02
id-214;56145642.68
id-247;47832918.71
id-486;51345658.85
id-994;50838993.71
id-802;46574245.52
id-521;47012464.43
id-422;57124217.92
id-921;46410158.34
id-207;59908941.86
id-961;62035078.75
id-695;49203729.93
id-326;56650331.05
id-391;59204391.29
id-433;42377034.43
id-289;49149467.27
id-532;64726574.58
id-813;46112119.22
id-972;44157460.14
id-999;45520427.30
id-932;45318040.80
id-918;47908913.19
id-768;50355541.05
id-983;33678696.71
id-236;39585554.60
id-760;49271890.03
id-731;49043518.78
id-720;42524930.14
id-225;61761486.19
id-352;41807616.53
id-625;55107900.68
id-189;40668279.50
id-566;49805925.45
id-493;53995716.84
id-128;46167065.78
id-779;39549610.16
id-53;55265160.52
id-275;48386330.47
id-14;52540927.19
id-513;47942516.51
id-77;46930303.73
id-723;58375923.61
id-363;46955849.14
id-178;44144246.42
id-44;49234955.88
id-988;47209995.66
id-401;37125889.41
id-675;52697564.84
id-209;44573642.93
id-678;48345964.81
id-558;53771354.51
id-175;45570375.75
id-471;46147149.43
id-876;53506487.77
id-530;56187360.27
id-80;44794445.10
id-259;47059062.10
id-219;52035548.41
id-106;52708577.74
id-645;56920393.92
id-636;44039377.78
id-752;47301931.67
id-261;38183482.17
id-75;61656337.82
id-428;49250958.88
id-96;54984946.92
id-622;41424713.25
id-408;52459068.84
id-694;46036287.81
id-741;51581644.37
id-286;50196324.18
id-594;56409760.07
id-659;47442104.07
id-656;51345813.27
id-958;53866052.95
id-907;50219723.93
id-702;51324304.70
id-47;49221443.17
id-715;46254980.37
id-395;46594778.67
id-6;48181768.88
id-510;49604836.06
id-291;39743866.23
id-370;49578083.79
id-846;51520701.71
id-30;43866099.14
id-7;54309270.07
id-865;56091910.90
id-680;41906861.28
id-384;45430824.72
id-556;52880705.01
id-160;58768266.47
id-64;54604911.90
id-886;42972107.68
id-418;50996648.32
id-316;51852328.71
id-464;54859118.75
id-897;52518481.80
id-857;59002105.29
id-272;47662901.59
id-667;42948168.44
id-947;54136657.81
id-577;51391557.83
id-915;49016418.59
id-454;50998192.67
id-379;50389081.05
id-955;49947280.10
id-536;49540918.90
id-497;51828533.56
id-633;54766673.12
id-787;59203800.55
id-443;48778596.03
id-124;59112646.60
id-639;66453495.84
id-904;55877849.97
id-481;54857106.68
id-944;43651717.64
id-664;43359568.63
id-193;56570463.08
id-144;49385419.53
id-264;45220495.30
id-118;50218710.43
id-158;48000045.93
id-805;55283617.52
id-182;50852208.61
id-798;37923724.09
id-405;56229577.45
id-555;55124287.43
id-67;52156637.46
id-171;47250072.40
id-600;48868156.22
id-36;45755162.98
id-190;54881514.73
id-641;62379753.96
id-756;53383174.12
id-713;40846081.95
id-163;55934680.57
id-131;43035279.55
id-522;48733342.03
id-424;50433228.19
id-435;52227374.06
id-282;53410391.04
id-31;49744716.65
id-781;46887818.81
id-745;47203234.87
id-652;60785248.79
id-689;54354685.48
id-476;38495903.00
id-968;43818495.19
id-937;61403574.52
id-977;58409890.96
id-498;52918941.13
id-928;44842618.29
id-647;52344790.43
id-112;39434754.51
id-312;51199970.87
id-20;47024147.83
id-133;54239525.03
id-509;46118654.26
id-89;45664321.88
id-301;43017682.29
id-544;50314706.57
id-540;61103574.65
id-630;52011155.85
id-41;47403490.44
id-320;41879269.54
id-78;58269225.50
id-208;48621227.68
id-460;49304830.42
id-583;51426712.18
id-979;62746202.90
id-991;51215607.91
id-502;43670216.22
id-854;55468622.63
id-729;40859190.45
id-487;53314910.46
id-101;59044796.84
id-417;54569746.29
id-22;45511523.44
id-169;52400092.18
id-814;49568766.70
id-668;53930196.90
id-141;52844099.13
id-771;53599291.57
id-197;46891782.59
id-25;52264652.32
id-429;46925945.15
id-572;60088761.03
id-409;60952823.97
id-186;46960707.53
id-453;49040171.61
id-809;50181810.57
id-123;39064034.28
id-926;51873054.14
id-439;49475430.57
id-611;42880299.66
id-91;48854649.16
id-294;49535654.59
id-966;55500625.36
id-614;47259801.24
id-166;39001098.27
id-254;53346343.89
id-11;47360812.56
id-367;40328786.70
id-685;53370492.39
id-117;49750645.06
id-551;48033776.80
id-606;41592274.75
id-70;53576530.52
id-792;50910226.69
id-599;47470596.67
id-562;53633493.91
id-910;36506638.74
id-155;38971958.74
id-950;51078183.79
id-588;53606276.45
id-203;50286491.14
id-56;58868413.89
id-482;47384694.50
id-218;39859330.92
id-524;50075434.97
id-603;51644570.43
id-330;49155806.86
id-742;52182608.87
id-465;50370176.37
id-803;39663326.27
id-69;60985120.90
id-33;47114791.35
id-229;49767787.77
id-764;43538996.46
id-843;45318791.47
id-305;51766357.23
id-2;37112777.53
id-410;46222461.93
id-152;54374615.16
id-58;54266051.27
id-775;42206156.35
id-271;46800817.90
id-980;48120423.03
id-582;53315136.90
id-628;54734860.84
id-85;41449685.91
id-413;45760445.79
id-593;49057556.89
